RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,CountyName,RegionFullName
6181,0,New York,city,NY,NY,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,New York.NY
12447,1,Los Angeles,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,Los Angeles.CA
39051,2,Houston,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County,Houston.TX
17426,3,Chicago,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,Chicago.IL
6915,4,San Antonio,city,TX,TX,"San Antonio-New Braunfels, TX",Bexar County,San Antonio.TX
13271,5,Philadelphia,city,PA,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,Philadelphia.PA
40326,6,Phoenix,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,Phoenix.AZ
18959,7,Las Vegas,city,NV,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,Las Vegas.NV
54296,8,San Diego,city,CA,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,San Diego.CA
38128,9,Dallas,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County,Dallas.TX
10221,10,Austin,city,TX,TX,"Austin-Round Rock-Georgetown, TX",Travis County,Austin.TX
33839,11,San Jose,city,CA,CA,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,San Jose.CA
25290,12,Jacksonville,city,FL,FL,"Jacksonville, FL",Duval County,Jacksonville.FL
24043,13,Charlotte,city,NC,NC,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,Charlotte.NC
32149,14,Indianapolis,city,IN,IN,"Indianapolis-Carmel-Anderson, IN",Marion County,Indianapolis.IN
18172,15,Fort Worth,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Tarrant County,Fort Worth.TX
13121,16,Orlando,city,FL,FL,"Orlando-Kissimmee-Sanford, FL",Orange County,Orlando.FL
20330,17,San Francisco,city,CA,CA,"San Francisco-Oakland-Berkeley, CA",San Francisco County,San Francisco.CA
7481,18,Tucson,city,AZ,AZ,"Tucson, AZ",Pima County,Tucson.AZ
10920,19,Columbus,city,OH,OH,"Columbus, OH",Franklin County,Columbus.OH
12700,20,Miami,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,Miami.FL
12455,21,Louisville,city,KY,KY,"Louisville/Jefferson County, KY-IN",Jefferson County,Louisville.KY
17933,22,El Paso,city,TX,TX,"El Paso, TX",El Paso County,El Paso.TX
11093,23,Denver,city,CO,CO,"Denver-Aurora-Lakewood, CO",Denver County,Denver.CO
16037,24,Seattle,city,WA,WA,"Seattle-Tacoma-Bellevue, WA",King County,Seattle.WA
13373,25,Portland,city,OR,OR,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,Portland.OR
6118,26,Nashville,city,TN,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,Nashville.TN
41568,27,Washington,city,DC,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,Washington.DC
20288,28,Sacramento,city,CA,CA,"Sacramento-Roseville-Folsom, CA",Sacramento County,Sacramento.CA
44269,29,Boston,city,MA,MA,"Boston-Cambridge-Newton, MA-NH",Suffolk County,Boston.MA
17762,30,Detroit,city,MI,MI,"Detroit-Warren-Dearborn, MI",Wayne County,Detroit.MI
26529,31,Pittsburgh,city,PA,PA,"Pittsburgh, PA",Allegheny County,Pittsburgh.PA
23429,32,Albuquerque,city,NM,NM,"Albuquerque, NM",Bernalillo County,Albuquerque.NM
32811,33,Memphis,city,TN,TN,"Memphis, TN-MS-AR",Shelby County,Memphis.TN
18203,34,Fresno,city,CA,CA,"Fresno, CA",Fresno County,Fresno.CA
3523,35,Baltimore,city,MD,MD,"Baltimore-Columbia-Towson, MD",Baltimore City,Baltimore.MD
40152,36,Omaha,city,NE,NE,"Omaha-Council Bluffs, NE-IA",Douglas County,Omaha.NE
37211,37,Atlanta,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,Atlanta.GA
5976,38,Milwaukee,city,WI,WI,"Milwaukee-Waukesha, WI",Milwaukee County,Milwaukee.WI
33225,39,Oklahoma City,city,OK,OK,"Oklahoma City, OK",Oklahoma County,Oklahoma City.OK
54047,40,Raleigh,city,NC,NC,"Raleigh-Cary, NC",Wake County,Raleigh.NC
19331,41,Mesa,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,Mesa.AZ
4172,42,Colorado Springs,city,CO,CO,"Colorado Springs, CO",El Paso County,Colorado Springs.CO
17222,43,Buffalo,city,NY,NY,"Buffalo-Cheektowaga, NY",Erie County,Buffalo.NY
18795,44,Kansas City,city,MO,MO,"Kansas City, MO-KS",Jackson County,Kansas City.MO
832063,45,Rochester,city,NY,NY,"Rochester, NY",Monroe County,Rochester.NY
4099,46,Cincinnati,city,OH,OH,"Cincinnati, OH-KY-IN",Hamilton County,Cincinnati.OH
46298,47,Long Beach,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,Long Beach.CA
41515,48,Virginia Beach,city,VA,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach City,Virginia Beach.VA
3506,49,Bakersfield,city,CA,CA,"Bakersfield, CA",Kern County,Bakersfield.CA
41176,50,Tampa,city,FL,FL,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,Tampa.FL
13072,51,Oakland,city,CA,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,Oakland.CA
20859,52,Tulsa,city,OK,OK,"Tulsa, OK",Tulsa County,Tulsa.OK
5983,53,Minneapolis,city,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,Minneapolis.MN
16846,54,Aurora,city,CO,CO,"Denver-Aurora-Lakewood, CO",Arapahoe County,Aurora.CO
7204,55,Spring,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County,Spring.TX
18615,56,Honolulu,city,HI,HI,"Urban Honolulu, HI",Honolulu County,Honolulu.HI
25428,57,Knoxville,city,TN,TN,"Knoxville, TN",Knox County,Knoxville.TN
50763,58,Arlington,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Tarrant County,Arlington.TX
44055,59,Baton Rouge,city,LA,LA,"Baton Rouge, LA",East Baton Rouge Parish,Baton Rouge.LA
19594,60,New Orleans,city,LA,LA,"New Orleans-Metairie, LA",Orleans Parish,New Orleans.LA
7929,61,Wichita,city,KS,KS,"Wichita, KS",Sedgwick County,Wichita.KS
24115,62,Cleveland,city,OH,OH,"Cleveland-Elyria, OH",Cuyahoga County,Cleveland.OH
47401,63,Riverside,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,Riverside.CA
16764,64,Anaheim,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,Anaheim.CA
48215,65,Vancouver,city,WA,WA,"Portland-Vancouver-Hillsboro, OR-WA",Clark County,Vancouver.WA
7266,67,Stockton,city,CA,CA,"Stockton, CA",San Joaquin County,Stockton.CA
12562,68,Marietta,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,Marietta.GA
4174,69,Columbia,city,SC,SC,"Columbia, SC",Richland County,Columbia.SC
11722,70,Greensboro,city,NC,NC,"Greensboro-High Point, NC",Guilford County,Greensboro.NC
18170,71,Fort Wayne,city,IN,IN,"Fort Wayne, IN",Allen County,Fort Wayne.IN
25574,72,Lexington,city,KY,KY,"Lexington-Fayette, KY",Fayette County,Lexington.KY
19533,73,Naples,city,FL,FL,"Naples-Marco Island, FL",Collier County,Naples.FL
11867,74,Henderson,city,NV,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,Henderson.NV
38025,75,Corpus Christi,city,TX,TX,"Corpus Christi, TX",Nueces County,Corpus Christi.TX
6891,76,Saint Louis,city,MO,MO,"St. Louis, MO-IL",Saint Louis City,Saint Louis.MO
47568,77,Santa Ana,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,Santa Ana.CA
24457,78,Durham,city,NC,NC,"Durham-Chapel Hill, NC",Durham County,Durham.NC
7081,79,Silver Spring,city,MD,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,Silver Spring.MD
20313,80,Saint Paul,city,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Ramsey County,Saint Paul.MN
20604,81,Spokane,city,WA,WA,"Spokane-Spokane Valley, WA",Spokane County,Spokane.WA
12970,82,Newark,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,Newark.NJ
13478,83,Reno,city,NV,NV,"Reno, NV",Washoe County,Reno.NV
26922,84,Saint Petersburg,city,FL,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,Saint Petersburg.FL
52650,85,Irvine,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,Irvine.CA
32503,86,Lincoln,city,NE,NE,"Lincoln, NE",Lancaster County,Lincoln.NE
34303,87,Toledo,city,OH,OH,"Toledo, OH",Lucas County,Toledo.OH
17384,88,Chandler,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,Chandler.AZ
47945,89,Tallahassee,city,FL,FL,"Tallahassee, FL",Leon County,Tallahassee.FL
25320,90,Jersey City,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,Jersey City.NJ
53915,91,Plano,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Collin County,Plano.TX
53060,92,Lubbock,city,TX,TX,"Lubbock, TX",Lubbock County,Lubbock.TX
25934,93,Modesto,city,CA,CA,"Modesto, CA",Stanislaus County,Modesto.CA
18800,94,Katy,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County,Katy.TX
5573,95,Lawrenceville,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,Lawrenceville.GA
51405,96,Chula Vista,city,CA,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,Chula Vista.CA
3737,97,Boise,city,ID,ID,"Boise City, ID",Ada County,Boise.ID
6752,98,Richmond,city,VA,VA,"Richmond, VA",Richmond City,Richmond.VA
4888,99,Gilbert,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,Gilbert.AZ
41760,100,Winston-Salem,city,NC,NC,"Winston-Salem, NC",Forsyth County,Winston-Salem.NC
398849,101,Madison,city,WI,WI,"Madison, WI",Dane County,Madison.WI
52893,102,Laredo,city,TX,TX,"Laredo, TX",Webb County,Laredo.TX
26187,103,North Las Vegas,city,NV,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,North Las Vegas.NV
20328,104,San Bernardino,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,San Bernardino.CA
25483,105,Lakeland,city,FL,FL,"Lakeland-Winter Haven, FL",Polk County,Lakeland.FL
31614,106,Fort Myers,city,FL,FL,"Cape Coral-Fort Myers, FL",Lee County,Fort Myers.FL
12065,107,Irving,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County,Irving.TX
32900,108,Mobile,city,AL,AL,"Mobile, AL",Mobile County,Mobile.AL
18298,109,Glendale,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,Glendale.AZ
53856,110,Pensacola,city,FL,FL,"Pensacola-Ferry Pass-Brent, FL",Escambia County,Pensacola.FL
23482,111,Anchorage,city,AK,AK,"Anchorage, AK",Anchorage Borough,Anchorage.AK
44564,112,Chesapeake,city,VA,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Chesapeake City,Chesapeake.VA
20362,113,Sarasota,city,FL,FL,"North Port-Sarasota-Bradenton, FL",Sarasota County,Sarasota.FL
52001,114,Fayetteville,city,NC,NC,"Fayetteville, NC",Cumberland County,Fayetteville.NC
10417,115,Birmingham,city,AL,AL,"Birmingham-Hoover, AL",Jefferson County,Birmingham.AL
25104,116,Hialeah,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,Hialeah.FL
18251,117,Garland,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County,Garland.TX
18847,118,Kissimmee,city,FL,FL,"Orlando-Kissimmee-Sanford, FL",Osceola County,Kissimmee.FL
30258,119,Arlington,city,VA,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,Arlington.VA
54346,120,Scottsdale,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,Scottsdale.AZ
6210,121,Norfolk,city,VA,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Norfolk City,Norfolk.VA
53673,122,Ocala,city,FL,FL,"Ocala, FL",Marion County,Ocala.FL
54311,123,Santa Clarita,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,Santa Clarita.CA
11540,124,Fremont,city,CA,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,Fremont.CA
24741,125,Fontana,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,Fontana.CA
7222,126,Springfield,city,MO,MO,"Springfield, MO",Greene County,Springfield.MO
24960,127,Greenville,city,SC,SC,"Greenville-Anderson, SC",Greenville County,Greenville.SC
10477,128,Boca Raton,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,Boca Raton.FL
11671,129,Grand Rapids,city,MI,MI,"Grand Rapids-Kentwood, MI",Kent County,Grand Rapids.MI
44282,130,Bradenton,city,FL,FL,"North Port-Sarasota-Bradenton, FL",Manatee County,Bradenton.FL
52998,131,Little Rock,city,AR,AR,"Little Rock-North Little Rock-Conway, AR",Pulaski County,Little Rock.AR
24821,132,Gainesville,city,FL,FL,"Gainesville, FL",Alachua County,Gainesville.FL
33501,133,Port Saint Lucie,city,FL,FL,"Port St. Lucie, FL",Saint Lucie County,Port Saint Lucie.FL
27362,134,Tacoma,city,WA,WA,"Seattle-Tacoma-Bellevue, WA",Pierce County,Tacoma.WA
14701,135,Woodbridge,city,VA,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,Woodbridge.VA
16753,136,Amarillo,city,TX,TX,"Amarillo, TX",Randall County,Amarillo.TX
17759,137,Des Moines,city,IA,IA,"Des Moines-West Des Moines, IA",Polk County,Des Moines.IA
47584,138,Savannah,city,GA,GA,"Savannah, GA",Chatham County,Savannah.GA
13150,139,Oxnard,city,CA,CA,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,Oxnard.CA
26967,140,Santa Rosa,city,CA,CA,"Santa Rosa-Petaluma, CA",Sonoma County,Santa Rosa.CA
12014,141,Huntsville,city,AL,AL,"Huntsville, AL",Madison County,Huntsville.AL
30141,142,Akron,city,OH,OH,"Akron, OH",Summit County,Akron.OH
21320,143,Wilmington,city,NC,NC,"Wilmington, NC",New Hanover County,Wilmington.NC
51167,144,Brownsville,city,TX,TX,"Brownsville-Harlingen, TX",Cameron County,Brownsville.TX
34937,145,Yonkers,city,NY,NY,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County,Yonkers.NY
38438,146,Eugene,city,OR,OR,"Eugene-Springfield, OR",Lane County,Eugene.OR
24225,147,Corona,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,Corona.CA
31184,148,Dayton,city,OH,OH,"Dayton-Kettering, OH",Montgomery County,Dayton.OH
7353,149,Syracuse,city,NY,NY,"Syracuse, NY",Onondaga County,Syracuse.NY
32931,150,Montgomery,city,AL,AL,"Montgomery, AL",Montgomery County,Montgomery.AL
10071,151,Alexandria,city,VA,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria City,Alexandria.VA
6285,152,Oceanside,city,CA,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,Oceanside.CA
41279,153,Trenton,city,NJ,NJ,"Trenton-Princeton, NJ",Mercer County,Trenton.NJ
25981,154,Moreno Valley,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,Moreno Valley.CA
40897,155,Shreveport,city,LA,LA,"Shreveport-Bossier City, LA",Caddo Parish,Shreveport.LA
14667,156,Wilmington,city,DE,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County,Wilmington.DE
19523,157,Murfreesboro,city,TN,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Rutherford County,Murfreesboro.TN
7858,158,West Palm Beach,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,West Palm Beach.FL
14724,159,Worcester,city,MA,MA,"Worcester, MA-CT",Worcester County,Worcester.MA
4764,160,Fort Collins,city,CO,CO,"Fort Collins, CO",Larimer County,Fort Collins.CO
6909,161,Salt Lake City,city,UT,UT,"Salt Lake City, UT",Salt Lake County,Salt Lake City.UT
30381,162,Beaverton,city,OR,OR,"Portland-Vancouver-Hillsboro, OR-WA",Washington County,Beaverton.OR
54288,163,Salinas,city,CA,CA,"Salinas, CA",Monterey County,Salinas.CA
18208,164,Frisco,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Collin County,Frisco.TX
32783,165,McKinney,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Collin County,McKinney.TX
7087,166,Sioux Falls,city,SD,SD,"Sioux Falls, SD",Minnehaha County,Sioux Falls.SD
45457,167,Glendale,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,Glendale.CA
6696,168,Reading,city,PA,PA,"Reading, PA",Berks County,Reading.PA
5534,169,Lancaster,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,Lancaster.CA
25218,170,Huntington Beach,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,Huntington Beach.CA
30742,171,Cape Coral,city,FL,FL,"Cape Coral-Fort Myers, FL",Lee County,Cape Coral.FL
25482,172,Lake Worth Beach,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,Lake Worth Beach.FL
18518,173,Hayward,city,CA,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,Hayward.CA
20317,174,Salem,city,OR,OR,"Salem, OR",Marion County,Salem.OR
10843,175,Clarksville,city,TN,TN,"Clarksville, TN-KY",Montgomery County,Clarksville.TN
31821,176,Grand Prairie,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County,Grand Prairie.TX
4054,177,Charleston,city,SC,SC,"Charleston-North Charleston, SC",Charleston County,Charleston.SC
10215,178,Aurora,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,Aurora.IL
40298,179,Peoria,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,Peoria.AZ
38119,180,Cypress,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County,Cypress.TX
26637,181,Providence,city,RI,RI,"Providence-Warwick, RI-MA",Providence County,Providence.RI
14634,182,Whittier,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,Whittier.CA
40202,183,Overland Park,city,KS,KS,"Kansas City, MO-KS",Johnson County,Overland Park.KS
182023,184,Henrico,city,VA,VA,"Richmond, VA",Henrico County,Henrico.VA
40227,185,Palmdale,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,Palmdale.CA
11529,186,Fredericksburg,city,VA,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Stafford County,Fredericksburg.VA
37837,187,Chattanooga,city,TN,TN,"Chattanooga, TN-GA",Hamilton County,Chattanooga.TN
5201,188,Homestead,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,Homestead.FL
44821,189,Cumming,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,Cumming.GA
31606,190,Fort Lauderdale,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,Fort Lauderdale.FL
17950,191,Elk Grove,city,CA,CA,"Sacramento-Roseville-Folsom, CA",Sacramento County,Elk Grove.CA
47426,192,Rockford,city,IL,IL,"Rockford, IL",Winnebago County,Rockford.IL
17539,193,Columbus,city,GA,GA,"Columbus, GA-AL",Muscogee County,Columbus.GA
31471,194,Evansville,city,IN,IN,"Evansville, IN-KY",Vanderburgh County,Evansville.IN
11335,195,Erie,city,PA,PA,"Erie, PA",Erie County,Erie.PA
38328,196,Edmond,city,OK,OK,"Oklahoma City, OK",Oklahoma County,Edmond.OK
41815,197,York,city,PA,PA,"York-Hanover, PA",York County,York.PA
13108,198,Ontario,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,Ontario.CA
5424,199,Killeen,city,TX,TX,"Killeen-Temple, TX",Bell County,Killeen.TX
16726,200,Allentown,city,PA,PA,"Allentown-Bethlehem-Easton, PA-NJ",Lehigh County,Allentown.PA
47958,201,Tempe,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,Tempe.AZ
24832,202,Garden Grove,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,Garden Grove.CA
11337,204,Escondido,city,CA,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,Escondido.CA
38333,205,El Cajon,city,CA,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,El Cajon.CA
40492,206,Rancho Cucamonga,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,Rancho Cucamonga.CA
26857,207,Round Rock,city,TX,TX,"Austin-Round Rock-Georgetown, TX",Williamson County,Round Rock.TX
26140,208,Newport News,city,VA,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Newport News City,Newport News.VA
44734,209,Conroe,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Montgomery County,Conroe.TX
30559,210,Boynton Beach,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,Boynton Beach.FL
11817,211,Harrisburg,city,PA,PA,"Harrisburg-Carlisle, PA",Dauphin County,Harrisburg.PA
6792,212,Roanoke,city,VA,VA,"Roanoke, VA",Roanoke County,Roanoke.VA
8097,213,Ann Arbor,city,MI,MI,"Ann Arbor, MI",Washtenaw County,Ann Arbor.MI
4626,215,Everett,city,WA,WA,"Seattle-Tacoma-Bellevue, WA",Snohomish County,Everett.WA
41114,216,Sugar Land,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,Sugar Land.TX
39931,217,Naperville,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,Naperville.IL
4655,218,Fairfax,city,VA,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,Fairfax.VA
19892,219,Pembroke Pines,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,Pembroke Pines.FL
10210,220,Augusta,city,GA,GA,"Augusta-Richmond County, GA-SC",Richmond County,Augusta.GA
4521,221,Edinburg,city,TX,TX,"McAllen-Edinburg-Mission, TX",Hidalgo County,Edinburg.TX
41256,222,Topeka,city,KS,KS,"Topeka, KS",Shawnee County,Topeka.KS
5519,223,Lakewood,city,CO,CO,"Denver-Aurora-Lakewood, CO",Jefferson County,Lakewood.CO
19360,224,Midland,city,TX,TX,"Midland, TX",Midland County,Midland.TX
47250,225,Pueblo,city,CO,CO,"Pueblo, CO",Pueblo County,Pueblo.CO
21114,226,Visalia,city,CA,CA,"Visalia, CA",Tulare County,Visalia.CA
6286,227,Odessa,city,TX,TX,"Odessa, TX",Ector County,Odessa.TX
51297,228,Cary,city,NC,NC,"Raleigh-Cary, NC",Wake County,Cary.NC
40779,229,Schenectady,city,NY,NY,"Albany-Schenectady-Troy, NY",Schenectady County,Schenectady.NY
39312,230,Lafayette,city,LA,LA,"Lafayette, LA",Lafayette Parish,Lafayette.LA
19873,231,Paterson,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,Paterson.NJ
41324,232,Tyler,city,TX,TX,"Tyler, TX",Smith County,Tyler.TX
51447,233,Clearwater,city,FL,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,Clearwater.FL
54626,234,Sunnyvale,city,CA,CA,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,Sunnyvale.CA
39191,235,Kansas City,city,KS,KS,"Kansas City, MO-KS",Wyandotte County,Kansas City.KS
7221,236,Springfield,city,MA,MA,"Springfield, MA",Hampden County,Springfield.MA
398300,237,Lansing,city,MI,MI,"Lansing-East Lansing, MI",Ingham County,Lansing.MI
25514,238,Las Cruces,city,NM,NM,"Las Cruces, NM",Dona Ana County,Las Cruces.NM
32626,239,Macon,city,GA,GA,"Macon-Bibb County, GA",Bibb County,Macon.GA
32060,240,Hollywood,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,Hollywood.FL
32179,241,Jackson,city,MS,MS,"Jackson, MS",Hinds County,Jackson.MS
10918,242,Columbia,city,MO,MO,"Columbia, MO",Boone County,Columbia.MO
20008,243,Pomona,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,Pomona.CA
13594,244,Roseville,city,CA,CA,"Sacramento-Roseville-Folsom, CA",Placer County,Roseville.CA
20555,245,South Bend,city,IN,IN,"South Bend-Mishawaka, IN-MI",Saint Joseph County,South Bend.IN
37074,246,Albany,city,NY,NY,"Albany-Schenectady-Troy, NY",Albany County,Albany.NY
12694,247,Mesquite,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County,Mesquite.TX
3619,248,Bellevue,city,WA,WA,"Seattle-Tacoma-Bellevue, WA",King County,Bellevue.WA
13480,249,Renton,city,WA,WA,"Seattle-Tacoma-Bellevue, WA",King County,Renton.WA
19865,250,Pasadena,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County,Pasadena.TX
7330,251,Surprise,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,Surprise.AZ
4351,252,Denton,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Denton County,Denton.TX
47019,253,Pasadena,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,Pasadena.CA
6183,254,Newark,city,DE,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County,Newark.DE
47570,255,Santa Maria,city,CA,CA,"Santa Maria-Santa Barbara, CA",Santa Barbara County,Santa Maria.CA
47379,256,Richmond,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,Richmond.TX
20793,257,Thornton,city,CO,CO,"Denver-Aurora-Lakewood, CO",Adams County,Thornton.CO
54722,258,Torrance,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,Torrance.CA
27683,259,Victorville,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,Victorville.CA
5399,260,Kent,city,WA,WA,"Seattle-Tacoma-Bellevue, WA",King County,Kent.WA
35282,261,Beaumont,city,TX,TX,"Beaumont-Port Arthur, TX",Jefferson County,Beaumont.TX
27317,262,Summerville,city,SC,SC,"Charleston-North Charleston, SC",Dorchester County,Summerville.SC
3806,263,Bridgeport,city,CT,CT,"Bridgeport-Stamford-Norwalk, CT",Fairfield County,Bridgeport.CT
25818,264,McAllen,city,TX,TX,"McAllen-Edinburg-Mission, TX",Hidalgo County,McAllen.TX
19172,265,Manassas,city,VA,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,Manassas.VA
28065,266,Yuma,city,AZ,AZ,"Yuma, AZ",Yuma County,Yuma.AZ
44506,268,Cedar Rapids,city,IA,IA,"Cedar Rapids, IA",Linn County,Cedar Rapids.IA
24812,269,Fullerton,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,Fullerton.CA
33230,270,Olathe,city,KS,KS,"Kansas City, MO-KS",Johnson County,Olathe.KS
