RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,CountyName,RegionFullName
33586,14431,Randle,city,WA,WA,"Centralia, WA",Lewis County,Randle.WA
7860,14431,West Point,city,KY,KY,"Elizabethtown-Fort Knox, KY",Hardin County,West Point.KY
53720,14436,Ona,city,FL,FL,"Wauchula, FL",Hardee County,Ona.FL
56046,14436,Harleton,city,TX,TX,"Longview, TX",Harrison County,Harleton.TX
4929,14438,Goldsby,city,OK,OK,"Oklahoma City, OK",McClain County,Goldsby.OK
25706,14439,Madison,city,MO,MO,"Moberly, MO",Monroe County,Madison.MO
55712,14439,Galena,city,MD,MD,,Kent County,Galena.MD
40565,14439,Ridgeville,city,IN,IN,,Randolph County,Ridgeville.IN
50094,14446,Society Hill,city,SC,SC,"Florence, SC",Chesterfield County,Society Hill.SC
35374,14446,Fredonia,city,KY,KY,,Caldwell County,Fredonia.KY
33404,14450,Phillipston,city,MA,MA,"Worcester, MA-CT",Worcester County,Phillipston.MA
13074,14450,Oakland,city,MS,MS,,Yalobusha County,Oakland.MS
38619,14450,Fries,city,VA,VA,,Grayson County,Fries.VA
31150,14453,Custer,city,WI,WI,"Stevens Point, WI",Portage County,Custer.WI
53501,14453,Needham,city,IN,IN,"Indianapolis-Carmel-Anderson, IN",Johnson County,Needham.IN
49202,14456,Hurtsboro,city,AL,AL,"Columbus, GA-AL",Russell County,Hurtsboro.AL
12106,14456,Jasper,city,AR,AR,"Harrison, AR",Newton County,Jasper.AR
29629,14456,Upton,city,KY,KY,"Elizabethtown-Fort Knox, KY",Hart County,Upton.KY
41784,14456,Woodridge,city,NY,NY,,Sullivan County,Woodridge.NY
16264,14461,Wisner,city,NE,NE,,Cuming County,Wisner.NE
48710,14461,Arnold,city,CA,CA,,Calaveras County,Arnold.CA
19488,14461,Mount Eden,city,KY,KY,"Louisville/Jefferson County, KY-IN",Spencer County,Mount Eden.KY
43160,14461,Wakefield,city,NE,NE,"Sioux City, IA-NE-SD",Dixon County,Wakefield.NE
44211,14465,Blue Mound,city,IL,IL,"Taylorville, IL",Christian County,Blue Mound.IL
27901,14465,Westmoreland,city,NH,NH,"Keene, NH",Cheshire County,Westmoreland.NH
34898,14465,Woodland,city,MI,MI,,Barry County,Woodland.MI
20492,14465,Silas,city,AL,AL,"Mobile, AL",Choctaw County,Silas.AL
20846,14469,Tripoli,city,IA,IA,"Waterloo-Cedar Falls, IA",Bremer County,Tripoli.IA
36956,14469,Rhodes,city,MI,MI,"Bay City, MI",Gladwin County,Rhodes.MI
120107,14469,North Washington,city,CO,CO,"Denver-Aurora-Lakewood, CO",Adams County,North Washington.CO
5405,14473,Keosauqua,city,IA,IA,,Van Buren County,Keosauqua.IA
51973,14474,Fairbank,city,IA,IA,"Waterloo-Cedar Falls, IA",Buchanan County,Fairbank.IA
20683,14476,Stratford,city,TX,TX,,Sherman County,Stratford.TX
11876,14476,Herndon,city,PA,PA,"Sunbury, PA",Northumberland County,Herndon.PA
38653,14479,Garfield,city,MN,MN,"Alexandria, MN",Douglas County,Garfield.MN
4567,14479,Elm Grove,city,LA,LA,"Shreveport-Bossier City, LA",Bossier Parish,Elm Grove.LA
24273,14479,Cromwell,city,IN,IN,"Kendallville, IN",Noble County,Cromwell.IN
397420,14483,Newbury,city,VT,VT,"Lebanon, NH-VT",Orange County,Newbury.VT
49880,14483,Stony Creek,city,VA,VA,"Richmond, VA",Sussex County,Stony Creek.VA
17385,14486,Chandlersville,city,OH,OH,"Zanesville, OH",Muskingum County,Chandlersville.OH
54094,14486,Reelsville,city,IN,IN,"Indianapolis-Carmel-Anderson, IN",Putnam County,Reelsville.IN
23033,14486,Neosho,city,WI,WI,"Beaver Dam, WI",Dodge County,Neosho.WI
41067,14490,Stilesville,city,IN,IN,"Indianapolis-Carmel-Anderson, IN",Hendricks County,Stilesville.IN
56267,14490,Pegram,city,TN,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Cheatham County,Pegram.TN
10599,14490,Buckatunna,city,MS,MS,,Wayne County,Buckatunna.MS
48864,14490,Bulger,city,PA,PA,"Pittsburgh, PA",Washington County,Bulger.PA
10143,14495,Annapolis,city,MO,MO,,Iron County,Annapolis.MO
10410,14495,Bingham Canyon,city,UT,UT,"Salt Lake City, UT",Salt Lake County,Bingham Canyon.UT
50850,14495,Bannockburn,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,Bannockburn.IL
42141,14495,Berrien Center,city,MI,MI,"Niles, MI",Berrien County,Berrien Center.MI
30161,14495,Alexandria,city,NH,NH,"Lebanon, NH-VT",Grafton County,Alexandria.NH
29100,14502,Philo,city,OH,OH,"Zanesville, OH",Muskingum County,Philo.OH
34899,14502,Woodland,city,MS,MS,"West Point, MS",Chickasaw County,Woodland.MS
36279,14505,Van Horn,city,TX,TX,,Culberson County,Van Horn.TX
55863,14506,Lacona,city,NY,NY,"Syracuse, NY",Oswego County,Lacona.NY
5658,14506,Little Rock,city,MS,MS,,Newton County,Little Rock.MS
13142,14506,Overton,city,TX,TX,"Longview, TX",Rusk County,Overton.TX
18299,14506,Glendale,city,OH,OH,"Cincinnati, OH-KY-IN",Hamilton County,Glendale.OH
13233,14512,Pearce,city,AZ,AZ,"Sierra Vista-Douglas, AZ",Cochise County,Pearce.AZ
16500,14515,Coahoma,city,TX,TX,"Big Spring, TX",Howard County,Coahoma.TX
235042,14515,Llano Grande,city,TX,TX,"McAllen-Edinburg-Mission, TX",Hidalgo County,Llano Grande.TX
53453,14515,Mountain Rest,city,SC,SC,"Seneca, SC",Oconee County,Mountain Rest.SC
35671,14515,Jeddo,city,MI,MI,"Detroit-Warren-Dearborn, MI",Saint Clair County,Jeddo.MI
11546,14515,Friend,city,NE,NE,,Saline County,Friend.NE
5514,14515,Lake Waccamaw,city,NC,NC,,Columbus County,Lake Waccamaw.NC
24535,14521,Edgemoor,city,SC,SC,"Charlotte-Concord-Gastonia, NC-SC",Chester County,Edgemoor.SC
6085,14521,Mount Vernon,city,AR,AR,"Little Rock-North Little Rock-Conway, AR",Faulkner County,Mount Vernon.AR
38065,14521,Crawford,city,MS,MS,"Columbus, MS",Lowndes County,Crawford.MS
31369,14521,Edmonston,city,MD,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince Georges County,Edmonston.MD
11632,14521,Glenville,city,MN,MN,"Albert Lea, MN",Freeborn County,Glenville.MN
21058,14527,Venice,city,IL,IL,"St. Louis, MO-IL",Madison County,Venice.IL
38995,14527,Hill City,city,SD,SD,"Rapid City, SD",Pennington County,Hill City.SD
6455,14527,Peggs,city,OK,OK,"Tahlequah, OK",Cherokee County,Peggs.OK
22682,14530,Sweet Springs,city,MO,MO,"Marshall, MO",Saline County,Sweet Springs.MO
35297,14532,Colt,city,AR,AR,"Forrest City, AR",Saint Francis County,Colt.AR
42013,14532,Cuba,city,IL,IL,"Peoria, IL",Fulton County,Cuba.IL
47492,14535,Rutland,city,OH,OH,,Meigs County,Rutland.OH
51456,14535,Clio,city,AL,AL,"Eufaula, AL-GA",Barbour County,Clio.AL
20839,14538,Trenton,city,KY,KY,,Todd County,Trenton.KY
7323,14538,Sunol,city,CA,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,Sunol.CA
51190,14538,Burlingame,city,KS,KS,"Topeka, KS",Osage County,Burlingame.KS
44780,14538,Courtland,city,AL,AL,"Decatur, AL",Lawrence County,Courtland.AL
41100,14538,Stuart,city,IA,IA,"Des Moines-West Des Moines, IA",Adair County,Stuart.IA
37712,14538,Cameron,city,SC,SC,"Columbia, SC",Calhoun County,Cameron.SC
10893,14538,Coggon,city,IA,IA,"Cedar Rapids, IA",Linn County,Coggon.IA
37586,14545,Bristow,city,OK,OK,"Tulsa, OK",Creek County,Bristow.OK
36633,14545,Hot Springs,city,NC,NC,"Asheville, NC",Madison County,Hot Springs.NC
33486,14545,Port Austin,city,MI,MI,,Huron County,Port Austin.MI
22856,14545,Russia,city,OH,OH,"Sidney, OH",Shelby County,Russia.OH
50941,14551,Beechgrove,city,TN,TN,"Tullahoma-Manchester, TN",Coffee County,Beechgrove.TN
47761,14551,South Floral Park,city,NY,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County,South Floral Park.NY
40823,14551,Senath,city,MO,MO,"Kennett, MO",Dunklin County,Senath.MO
53761,14554,Otter Lake,city,MI,MI,"Detroit-Warren-Dearborn, MI",Lapeer County,Otter Lake.MI
23896,14555,Bybee,city,TN,TN,"Newport, TN",Cocke County,Bybee.TN
31260,14555,Dow,city,IL,IL,"St. Louis, MO-IL",Jersey County,Dow.IL
26099,14558,New Holland,city,OH,OH,"Washington Court House, OH",Fayette County,New Holland.OH
44007,14558,Baileyton,city,AL,AL,"Cullman, AL",Cullman County,Baileyton.AL
29481,14558,Shevlin,city,MN,MN,"Bemidji, MN",Clearwater County,Shevlin.MN
52289,14558,Grand Rivers,city,KY,KY,"Paducah, KY-IL",Livingston County,Grand Rivers.KY
46157,14562,Laquey,city,MO,MO,"Fort Leonard Wood, MO",Pulaski County,Laquey.MO
17663,14562,Cushing,city,MN,MN,,Morrison County,Cushing.MN
398203,14562,Bovina,city,WI,WI,"Appleton, WI",Outagamie County,Bovina.WI
55659,14567,Franklin Grove,city,IL,IL,"Dixon, IL",Lee County,Franklin Grove.IL
48075,14567,Udall,city,KS,KS,"Winfield, KS",Cowley County,Udall.KS
54720,14567,Toomsuba,city,MS,MS,"Meridian, MS",Lauderdale County,Toomsuba.MS
19452,14567,Montrose,city,IA,IA,"Fort Madison-Keokuk, IA-IL-MO",Lee County,Montrose.IA
38450,14571,Excelsior,city,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,Excelsior.MN
41874,14571,Casa,city,AR,AR,"Little Rock-North Little Rock-Conway, AR",Perry County,Casa.AR
6248,14571,Northfork,city,WV,WV,,McDowell County,Northfork.WV
22181,14571,Olmstead,city,KY,KY,,Logan County,Olmstead.KY
28712,14576,Devers,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Liberty County,Devers.TX
31074,14576,Coupland,city,TX,TX,"Austin-Round Rock-Georgetown, TX",Williamson County,Coupland.TX
56464,14576,Lonsdale,city,AR,AR,"Little Rock-North Little Rock-Conway, AR",Saline County,Lonsdale.AR
55901,14579,Grantsburg,city,IL,IL,"Carbondale-Marion, IL",Johnson County,Grantsburg.IL
47142,14579,Pittsview,city,AL,AL,"Columbus, GA-AL",Russell County,Pittsview.AL
34697,14582,Weatherby Lake,city,MO,MO,"Kansas City, MO-KS",Platte County,Weatherby Lake.MO
32940,14582,Moonachie,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,Moonachie.NJ
13177,14582,Panorama Village,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Montgomery County,Panorama Village.TX
55303,14582,Big Island,city,VA,VA,"Lynchburg, VA",Bedford County,Big Island.VA
10716,14587,Carlisle,city,SC,SC,"Charlotte-Concord-Gastonia, NC-SC",Chester County,Carlisle.SC
831606,14587,Stuyvesant,city,NY,NY,"Hudson, NY",Columbia County,Stuyvesant.NY
31610,14587,Fort McDowell,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,Fort McDowell.AZ
17592,14590,Corydon,city,KY,KY,"Evansville, IN-KY",Henderson County,Corydon.KY
21162,14591,Warrensville,city,NC,NC,,Ashe County,Warrensville.NC
8353,14591,Colton,city,SD,SD,"Sioux Falls, SD",Minnehaha County,Colton.SD
44304,14591,Bridgeport,city,NE,NE,,Morrill County,Bridgeport.NE
831328,14591,Elba,city,NY,NY,"Batavia, NY",Genesee County,Elba.NY
18338,14598,Goshen,city,AL,AL,"Troy, AL",Pike County,Goshen.AL
24356,14600,Delta,city,AL,AL,,Cleburne County,Delta.AL
53082,14600,Lyman,city,WY,WY,"Evanston, WY",Uinta County,Lyman.WY
10305,14600,Beasley,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,Beasley.TX
19936,14603,Pierpont,city,OH,OH,"Ashtabula, OH",Ashtabula County,Pierpont.OH
5435,14604,Kingston,city,MI,MI,,Tuscola County,Kingston.MI
52496,14606,Hesston,city,KS,KS,"Wichita, KS",Harvey County,Hesston.KS
52449,14606,Hawley,city,TX,TX,"Abilene, TX",Jones County,Hawley.TX
27132,14608,Smoaks,city,SC,SC,,Colleton County,Smoaks.SC
8991,14609,Mc Clure,city,OH,OH,,Henry County,Mc Clure.OH
16508,14611,Dunlap,city,IA,IA,"Omaha-Council Bluffs, NE-IA",Harrison County,Dunlap.IA
49752,14612,Millersburg,city,MI,MI,,Presque Isle County,Millersburg.MI
30404,14612,Belleair Bluffs,city,FL,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,Belleair Bluffs.FL
53560,14612,Newborn,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Jasper County,Newborn.GA
4894,14612,Gilman,city,IL,IL,,Iroquois County,Gilman.IL
36033,14612,Rio Vista,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Johnson County,Rio Vista.TX
16543,14617,Eden,city,MD,MD,"Salisbury, MD-DE",Worcester County,Eden.MD
52474,14617,Hector,city,MN,MN,,Renville County,Hector.MN
39797,14617,Millwood,city,WA,WA,"Spokane-Spokane Valley, WA",Spokane County,Millwood.WA
18703,14617,Iron City,city,GA,GA,,Seminole County,Iron City.GA
19428,14621,Monroe,city,TN,TN,"Cookeville, TN",Overton County,Monroe.TN
22196,14621,Moro,city,AR,AR,,Lee County,Moro.AR
12024,14621,Hydro,city,OK,OK,,Caddo County,Hydro.OK
16531,14621,Elkville,city,IL,IL,"Carbondale-Marion, IL",Jackson County,Elkville.IL
19791,14621,Osyka,city,MS,MS,"McComb, MS",Pike County,Osyka.MS
38692,14626,Gillespie,city,IL,IL,"St. Louis, MO-IL",Macoupin County,Gillespie.IL
49843,14627,Whiting,city,WI,WI,"Stevens Point, WI",Portage County,Whiting.WI
6572,14627,Port Edwards,city,WI,WI,"Wisconsin Rapids-Marshfield, WI",Wood County,Port Edwards.WI
4676,14627,Fall River,city,WI,WI,"Madison, WI",Columbia County,Fall River.WI
38669,14630,Genoa,city,NE,NE,"Columbus, NE",Nance County,Genoa.NE
55777,14630,Hollister,city,NC,NC,"Roanoke Rapids, NC",Halifax County,Hollister.NC
39695,14632,Mc Connells,city,SC,SC,"Charlotte-Concord-Gastonia, NC-SC",York County,Mc Connells.SC
29504,14632,Romulus,city,NY,NY,"Seneca Falls, NY",Seneca County,Romulus.NY
54256,14635,Sackets Harbor,city,NY,NY,"Watertown-Fort Drum, NY",Jefferson County,Sackets Harbor.NY
237360,14635,Saint Paul,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Collin County,Saint Paul.TX
41127,14635,Sumner,city,TX,TX,"Paris, TX",Lamar County,Sumner.TX
19352,14638,Middlesex,city,VT,VT,"Barre, VT",Washington County,Middlesex.VT
12412,14638,Livermore,city,CO,CO,"Fort Collins, CO",Larimer County,Livermore.CO
23053,14642,Paden City,city,WV,WV,,Wetzel County,Paden City.WV
53841,14642,Pearl City,city,IL,IL,"Freeport, IL",Stephenson County,Pearl City.IL
45706,14642,Hebron,city,NE,NE,,Thayer County,Hebron.NE
4201,14642,Converse,city,IN,IN,"Marion, IN",Grant County,Converse.IN
8457,14647,Garwood,city,TX,TX,,Colorado County,Garwood.TX
17568,14647,Copper Hill,city,VA,VA,"Roanoke, VA",Floyd County,Copper Hill.VA
33305,14650,Palestine,city,AR,AR,"Forrest City, AR",Saint Francis County,Palestine.AR
53936,14650,Plum Springs,city,KY,KY,"Bowling Green, KY",Warren County,Plum Springs.KY
827230,14653,North Rose,city,NY,NY,"Rochester, NY",Wayne County,North Rose.NY
19845,14653,Parchment,city,MI,MI,"Kalamazoo-Portage, MI",Kalamazoo County,Parchment.MI
28955,14657,Reagan,city,TN,TN,"Jackson, TN",Henderson County,Reagan.TN
34117,14657,Starksboro,city,VT,VT,,Addison County,Starksboro.VT
17200,14657,Brownstown,city,IL,IL,,Fayette County,Brownstown.IL
397723,14657,Dresden,city,ME,ME,,Lincoln County,Dresden.ME
37381,14662,Bennington,city,OK,OK,"Durant, OK",Bryan County,Bennington.OK
24217,14662,Cordova,city,MD,MD,"Easton, MD",Talbot County,Cordova.MD
42000,14664,Barhamsville,city,VA,VA,"Richmond, VA",New Kent County,Barhamsville.VA
24601,14664,Epworth,city,GA,GA,,Fannin County,Epworth.GA
38613,14664,Freeport,city,OH,OH,"Cambridge, OH",Harrison County,Freeport.OH
11563,14664,Galien,city,MI,MI,"Niles, MI",Berrien County,Galien.MI
10208,14670,Audubon,city,MN,MN,,Becker County,Audubon.MN
25123,14670,Hill City,city,KS,KS,,Graham County,Hill City.KS
19721,14670,Oakham,city,MA,MA,"Worcester, MA-CT",Worcester County,Oakham.MA
9656,14670,Keavy,city,KY,KY,"London, KY",Laurel County,Keavy.KY
398778,14670,Woodland Township,city,NJ,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County,Woodland Township.NJ
54631,14670,Sunset,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Montague County,Sunset.TX
5700,14670,Lore City,city,OH,OH,"Cambridge, OH",Guernsey County,Lore City.OH
397546,14677,Lafayette,city,WI,WI,"Whitewater, WI",Walworth County,Lafayette.WI
46446,14678,Maury City,city,TN,TN,"Jackson, TN",Crockett County,Maury City.TN
49511,14679,Narrowsburg,city,NY,NY,,Sullivan County,Narrowsburg.NY
41923,14679,Champion,city,MI,MI,"Marquette, MI",Marquette County,Champion.MI
15493,14679,Montgomery,city,IN,IN,"Washington, IN",Daviess County,Montgomery.IN
19749,14679,Oldtown,city,ID,ID,"Sandpoint, ID",Bonner County,Oldtown.ID
15748,14679,Melrose,city,WI,WI,,Jackson County,Melrose.WI
30665,14685,Burns,city,OR,OR,,Harney County,Burns.OR
39465,14686,Livermore,city,ME,ME,"Lewiston-Auburn, ME",Androscoggin County,Livermore.ME
43417,14688,Homer,city,IL,IL,"Champaign-Urbana, IL",Champaign County,Homer.IL
27852,14688,West Concord,city,MN,MN,"Rochester, MN",Dodge County,West Concord.MN
25683,14688,Luthersville,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Meriwether County,Luthersville.GA
47129,14693,Piperton,city,TN,TN,"Memphis, TN-MS-AR",Fayette County,Piperton.TN
56750,14693,Silver Lake,city,MN,MN,"Hutchinson, MN",McLeod County,Silver Lake.MN
19314,14693,Mendon,city,OH,OH,"Celina, OH",Mercer County,Mendon.OH
16153,14693,Rothbury,city,MI,MI,,Oceana County,Rothbury.MI
10346,14697,Belmont,city,WV,WV,,Pleasants County,Belmont.WV
21898,14697,Elkland,city,PA,PA,,Tioga County,Elkland.PA
28956,14699,Rebecca,city,GA,GA,"Fitzgerald, GA",Turner County,Rebecca.GA
33242,14699,Olin,city,NC,NC,"Charlotte-Concord-Gastonia, NC-SC",Iredell County,Olin.NC
42083,14699,Albion,city,ME,ME,"Augusta-Waterville, ME",Kennebec County,Albion.ME
119114,14699,Acres Green,city,CO,CO,"Denver-Aurora-Lakewood, CO",Douglas County,Acres Green.CO
54354,14699,Sebago,city,ME,ME,"Portland-South Portland, ME",Cumberland County,Sebago.ME
16202,14699,Saint David,city,AZ,AZ,"Sierra Vista-Douglas, AZ",Cochise County,Saint David.AZ
26776,14699,Riverdale,city,MI,MI,"Grand Rapids-Kentwood, MI",Montcalm County,Riverdale.MI
55078,14699,Weldon,city,CA,CA,"Bakersfield, CA",Kern County,Weldon.CA
28618,14699,Hueysville,city,KY,KY,,Knott County,Hueysville.KY
51313,14699,Cecilton,city,MD,MD,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Cecil County,Cecilton.MD
21489,14711,Arapahoe,city,NE,NE,"Lexington, NE",Furnas County,Arapahoe.NE
3311,14711,Adair Village,city,OR,OR,"Corvallis, OR",Benton County,Adair Village.OR
50919,14713,Beaufort,city,MO,MO,"St. Louis, MO-IL",Franklin County,Beaufort.MO
37079,14713,Alden,city,IA,IA,,Hardin County,Alden.IA
50699,14713,Alsea,city,OR,OR,"Corvallis, OR",Benton County,Alsea.OR
53280,14713,Merrill,city,IA,IA,,Plymouth County,Merrill.IA
41462,14713,Van Buren,city,IN,IN,"Marion, IN",Grant County,Van Buren.IN
47076,14718,Petersburg,city,PA,PA,"Huntingdon, PA",Huntingdon County,Petersburg.PA
18584,14718,Hinsdale,city,MA,MA,"Pittsfield, MA",Berkshire County,Hinsdale.MA
54213,14718,Roseto,city,PA,PA,"Allentown-Bethlehem-Easton, PA-NJ",Northampton County,Roseto.PA
10339,14723,Bellevue,city,IL,IL,"Peoria, IL",Peoria County,Bellevue.IL
32798,14723,Medford,city,MN,MN,"Owatonna, MN",Steele County,Medford.MN
24566,14723,Elizabethtown,city,NC,NC,,Bladen County,Elizabethtown.NC
49470,14723,Raceland,city,KY,KY,"Huntington-Ashland, WV-KY-OH",Greenup County,Raceland.KY
23447,14729,Allensville,city,KY,KY,,Todd County,Allensville.KY
52051,14729,Fordsville,city,KY,KY,"Owensboro, KY",Ohio County,Fordsville.KY
399007,14731,St Albans,city,ME,ME,,Somerset County,St Albans.ME
47565,14731,Sandy Hook,city,MS,MS,,Marion County,Sandy Hook.MS
10455,14731,Blue Creek,city,OH,OH,"Portsmouth, OH",Adams County,Blue Creek.OH
33132,14734,Nora Springs,city,IA,IA,"Mason City, IA",Floyd County,Nora Springs.IA
55233,14734,Winfield,city,TN,TN,,Scott County,Winfield.TN
3489,14734,Autaugaville,city,AL,AL,"Montgomery, AL",Autauga County,Autaugaville.AL
39020,14734,Holden,city,WV,WV,"Mount Gay-Shamrock, WV",Logan County,Holden.WV
55162,14738,Wheaton,city,MN,MN,,Traverse County,Wheaton.MN
17847,14738,Eagle,city,MI,MI,"Lansing-East Lansing, MI",Clinton County,Eagle.MI
42725,14738,New Point,city,IN,IN,"Greensburg, IN",Decatur County,New Point.IN
54042,14741,Qulin,city,MO,MO,"Poplar Bluff, MO",Butler County,Qulin.MO
38670,14741,Genoa City,city,WI,WI,"Whitewater, WI",Walworth County,Genoa City.WI
184697,14741,Valley Hill,city,NC,NC,"Asheville, NC",Henderson County,Valley Hill.NC
5552,14745,Lapwai,city,ID,ID,"Lewiston, ID-WA",Nez Perce County,Lapwai.ID
44496,14747,Cayuga,city,IN,IN,"Terre Haute, IN",Vermillion County,Cayuga.IN
9261,14747,Stratford,city,CA,CA,"Hanford-Corcoran, CA",Kings County,Stratford.CA
3838,14747,Brooklyn,city,MS,MS,"Hattiesburg, MS",Perry County,Brooklyn.MS
34104,14751,Springfield,city,SD,SD,,Bon Homme County,Springfield.SD
26189,14751,North Lewisburg,city,OH,OH,"Urbana, OH",Champaign County,North Lewisburg.OH
30923,14753,Clay,city,WV,WV,"Charleston, WV",Clay County,Clay.WV
55685,14753,Hector,city,AR,AR,"Russellville, AR",Pope County,Hector.AR
31238,14753,Dixon Springs,city,TN,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Trousdale County,Dixon Springs.TN
9764,14756,Manns Choice,city,PA,PA,,Bedford County,Manns Choice.PA
18630,14756,Hornbeck,city,LA,LA,"Fort Polk South, LA",Vernon Parish,Hornbeck.LA
4314,14758,Daytona Beach Shores,city,FL,FL,"Deltona-Daytona Beach-Ormond Beach, FL",Volusia County,Daytona Beach Shores.FL
33808,14758,Saint Jo,city,TX,TX,"Gainesville, TX",Montague County,Saint Jo.TX
39302,14758,La Jara,city,CO,CO,,Conejos County,La Jara.CO
37438,14761,Bitely,city,MI,MI,,Newaygo County,Bitely.MI
395697,14761,Deer Isle,city,ME,ME,,Hancock County,Deer Isle.ME
42619,14764,Muir,city,MI,MI,"Grand Rapids-Kentwood, MI",Ionia County,Muir.MI
42560,14766,Moorhead,city,MS,MS,"Indianola, MS",Sunflower County,Moorhead.MS
43890,14766,Amherst Junction,city,WI,WI,"Stevens Point, WI",Portage County,Amherst Junction.WI
30028,14768,Petersburg,city,KY,KY,"Cincinnati, OH-KY-IN",Boone County,Petersburg.KY
46336,14768,Luckey,city,OH,OH,"Toledo, OH",Wood County,Luckey.OH
49310,14770,Guysville,city,OH,OH,"Athens, OH",Athens County,Guysville.OH
51048,14770,Blum,city,TX,TX,,Hill County,Blum.TX
13947,14770,Spearsville,city,LA,LA,"Monroe, LA",Union Parish,Spearsville.LA
51427,14774,Clarendon,city,PA,PA,"Warren, PA",Warren County,Clarendon.PA
8843,14774,Orrstown,city,PA,PA,"Chambersburg-Waynesboro, PA",Franklin County,Orrstown.PA
32426,14777,Lansing,city,IA,IA,,Allamakee County,Lansing.IA
48802,14777,Darien Center,city,NY,NY,"Batavia, NY",Genesee County,Darien Center.NY
32031,14780,Highland,city,WI,WI,"Madison, WI",Iowa County,Highland.WI
16278,14780,Robson,city,WV,WV,"Beckley, WV",Fayette County,Robson.WV
31936,14782,Hansville,city,WA,WA,"Bremerton-Silverdale-Port Orchard, WA",Kitsap County,Hansville.WA
17563,14782,Cook,city,MN,MN,"Duluth, MN-WI",Saint Louis County,Cook.MN
50692,14782,Almo,city,KY,KY,"Murray, KY",Calloway County,Almo.KY
7958,14782,Wilmington,city,VT,VT,,Windham County,Wilmington.VT
43024,14782,Uriah,city,AL,AL,,Monroe County,Uriah.AL
397187,14782,Calais,city,VT,VT,"Barre, VT",Washington County,Calais.VT
47989,14788,Thornton,city,TX,TX,,Limestone County,Thornton.TX
9654,14788,Jarreau,city,LA,LA,"Baton Rouge, LA",Pointe Coupee Parish,Jarreau.LA
9574,14788,Richland,city,IN,IN,,Spencer County,Richland.IN
47001,14788,Parkerfield,city,KS,KS,"Winfield, KS",Cowley County,Parkerfield.KS
826183,14788,Madrid,city,NY,NY,"Ogdensburg-Massena, NY",Saint Lawrence County,Madrid.NY
37122,14788,Amazonia,city,MO,MO,"St. Joseph, MO-KS",Andrew County,Amazonia.MO
40400,14795,Port Bolivar,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Galveston County,Port Bolivar.TX
41455,14795,Valley,city,WA,WA,"Spokane-Spokane Valley, WA",Stevens County,Valley.WA
21149,14797,Walthill,city,NE,NE,,Thurston County,Walthill.NE
54911,14797,Valley Falls,city,NY,NY,"Albany-Schenectady-Troy, NY",Rensselaer County,Valley Falls.NY
40512,14797,Reardan,city,WA,WA,"Spokane-Spokane Valley, WA",Lincoln County,Reardan.WA
48737,14801,Atkinson,city,NC,NC,"Wilmington, NC",Pender County,Atkinson.NC
44764,14801,Corwin,city,OH,OH,"Cincinnati, OH-KY-IN",Warren County,Corwin.OH
28194,14801,Cerro Gordo,city,IL,IL,"Champaign-Urbana, IL",Piatt County,Cerro Gordo.IL
10651,14805,Caddo,city,OK,OK,"Durant, OK",Atoka County,Caddo.OK
38481,14805,Fall River Mills,city,CA,CA,"Redding, CA",Shasta County,Fall River Mills.CA
3939,14805,Camden,city,IN,IN,"Lafayette-West Lafayette, IN",Carroll County,Camden.IN
11364,14808,Evansville,city,WY,WY,"Casper, WY",Natrona County,Evansville.WY
25224,14808,Huson,city,MT,MT,"Missoula, MT",Missoula County,Huson.MT
36565,14810,Olanta,city,SC,SC,"Florence, SC",Florence County,Olanta.SC
397052,14810,Porter,city,WI,WI,"Janesville-Beloit, WI",Rock County,Porter.WI
28646,14810,Grand Marsh,city,WI,WI,,Adams County,Grand Marsh.WI
6037,14810,Moran,city,KS,KS,,Allen County,Moran.KS
51769,14818,Dunsmuir,city,CA,CA,,Siskiyou County,Dunsmuir.CA
50623,14818,Freer,city,TX,TX,"Alice, TX",Duval County,Freer.TX
13403,14818,Providence,city,NC,NC,,Caswell County,Providence.NC
13049,14821,Norwood,city,GA,GA,,Warren County,Norwood.GA
